id,keyword,location,text,target,preprocessed_text
7764,obliterate,Stolen Clackamas Land,The current administration won’t do that. They’re more likely to obliterate projections. 😢,0,current administration won t that they re likely obliterate projections 
7765,obliterate,United States,The current administration won’t do that. They’re more likely to obliterate projections. 😢,0,current administration won t that they re likely obliterate projections 
7766,obliterate,no_location,obliterate this one https://t.co/WiTvZ0RDIb,0,obliterate one
7767,obliterate,no_location,Ironman would obliterate all of 'em,0,ironman would obliterate em
7768,obliterate,no_location,The liberal project is to tear down &amp; remake America into a Socialist paradise. Liberals only study US… https://t.co/1tihZk3WlC,0,liberal project tear amp remake america socialist paradise liberal study us 
7769,obliterate,no_location,The US would obliterate Iran if it defended itself against an Israeli assault. The Iranian counteratta… https://t.co/tzvHX0Av1G,1,u would obliterate iran defended israeli assault iranian counteratta 
7770,obliterate,no_location,Do t forget Jamies played a minimum of one less game (but we all know he sat out so many second half. Games that he… https://t.co/XDtAQljPJC,0,forget jamies played minimum one le game but know sat many second half game he 
7771,obliterate,The 208,"The final AP poll is so screwy. Apparently, 1) 12-2 Boise State (23) didn't beat 11-2 Air Force (22). Florida (6) lost to L…",0,final ap poll screwy apparently   boise state  beat  air force   florida  lost l 
7772,obliterate,no_location,"LEGALLY a trial shouldnt happen but from a POLITICAL standpoint, it HAS TO HAPPEN! can OBLITERA… https://t.co/ea98mJ1cVT",0,legally trial shouldnt happen political standpoint happen oblitera 
7773,obliterate,"Illinois, USA","The final AP poll is so screwy. Apparently, 1) 12-2 Boise State (23) didn't beat 11-2 Air Force (22). Florida (6) l… https://t.co/lC1Gumxx5e",0,final ap poll screwy apparently   boise state  beat  air force   florida  l 
7774,obliterate,NY STREETS,"Hillary Clinton: “If I’m President, We Will Attack Iran… We Would be Able to Totally Obliterate Them.” https://t.co/SE…",1,hillary clinton  if i m president attack iran would able totally obliterate them 
7775,obliterate,USA,"a lot, but to be fair, plants are more resilient than that. me stepping on a dandelion doesnt oblitera… https://t.co/bZMqQ0IBuI",0,lot fair plant resilient that stepping dandelion doesnt oblitera 
7776,obliterate,~/Home/MyRoom,"Just give me one good shot, I will absolutely fucking obliterate this TV. China dates to challenge ME i… https://t.co/DOkdefH0G2",0,give one good shot absolutely fucking obliterate tv china date challenge i 
7777,obliterate,no_location,Although probably bad planning that I never had a solution fighting water types when torterra was my starter and ev… https://t.co/3Nu4JlytiW,0,although probably bad planning never solution fighting water type torterra starter ev 
7778,obliterate,"Richmond, CA",I damn sure ain’t posting my kids in this app... these mufuckas will obliterate a child’s self esteem to go viral,0,damn sure ain t posting kid app  mufuckas obliterate child s self esteem go viral
7779,obliterate,no_location,I damn sure ain’t posting my kids in this app... these mufuckas will obliterate a child’s self esteem to go viral https://t.co/f1LSc5j5Nr,0,damn sure ain t posting kid app  mufuckas obliterate child s self esteem go viral
7780,obliterate,"Pennsylvania, USA","Hey, , is violating your rules by threatening to obliterate Iran. Thanks. https://t.co/BXbJaHjWe…",1,hey  violating rule threatening obliterate iran thanks 
7781,obliterate,no_location,dylan o’brien coming on twitter once a blue moon to just fckin obliterate some bullshit he heard is my aesthetic https://t.co/HtgnCTbRRg,0,dylan o brien coming twitter blue moon fckin obliterate bullshit heard aesthetic
7782,obliterate,no_location,panels that obliterate stone ocean fans https://t.co/nH1E87D7ae,0,panel obliterate stone ocean fan
7783,obliterate,❥,i mean i could obliterate you every night if you wanted me t https://t.co/jPlmRmmbmk,0,mean could obliterate every night wanted
7784,obliterate,Twitter,"If you feel calm, turn left. If you feel frustrated, turn right. If neither, wait until you do. From t… https://t.co/SYyNz4fLIw",0,feel calm turn left feel frustrated turn right neither wait do t 
7785,obliterate,"Fullerton, California USA","Hillary Clinton: ""If I'm President, We Will Attack Iran... We Would be Able to Totally Obliterate Them."" - Global R… https://t.co/uQUXucVqqv",1,hillary clinton  if i m president attack iran  would able totally obliterate them   global r 
7786,obliterate,massachusetts and now dunedin,Angel investing in any startup that will obliterate my entire self,0,angel investing startup obliterate entire self
7787,obliterate,"West Virginia, USA",Obliterate him,0,obliterate
7788,obliterate,"IDK, where do *YOU* live? ",My brother will fall beneath my feet and cower in fear as I obliterate him with this combo!,0,brother fall beneath foot cower fear obliterate combo 
7789,obliterate,no_location,"I, DIO, may be evil, but I, DIO, shall obliterate the haters with my STANDO POWAH, [THE WORLD] in the… https://t.co/tGjrbMe2OH",0,i dio may evil i dio shall obliterate hater stando powah  the world the 
7790,obliterate,she/her ☾18,killugon about to k!ll: rock paper scissors for who gets to obliterate these chimera ants first! https://t.co/miudRFLquy,0,killugon k ll rock paper scissors get obliterate chimera ant first 
7791,obliterate,"Johannesburg, South Africa","""Stomach politics"" is not a victimless crime. T… https://t.co/m3SIHREWqI",0, stomach politics victimless crime t 
7792,obliterate,"reading part8, kny, bnha, NGL,",I will obliterate you https://t.co/uvcdhvBCzl,0,obliterate
7793,obliterate,Delhi,It is often said recently by these proletarians to the world t…,0,often said recently proletarian world t 
7794,obliterate,United States,‘President’ claimed she would obliterate Iran if they attacked U.S. https://t.co/ZGUyR4ziTD,1, president claimed would obliterate iran attacked u s 
7795,obliterate,in mista's pants,Dayum boi u didnt have to ABSOLUTELY OBLITERATE THEM LIKE THAT,0,dayum boi u didnt absolutely obliterate like
7796,obliterate,no_location,Gather strength from life's storms. With the new day comes new strength and new thoughts. Every wall i… https://t.co/pe7XflpT5G,0,gather strength life s storms new day come new strength new thoughts every wall i 
7797,obliterate,New Delhi-Nagpur,It is often said recently by these proletarians to the… https://t.co/1pEHmsV8JP,0,often said recently proletarian the 
7798,obliterate,no_location,"Watching ""doctors"" using they credentials to obliterate topics they don't understand is awful and unethical.",0,watching doctors using credential obliterate topic understand awful unethical 
7799,obliterate,no_location,Nets obliterate Hawks behind Kyrie Irving’s dazzling return. https://t.co/5aWrlpLtfJ,0,net obliterate hawk behind kyrie irving s dazzling return 
7800,obliterate,Delhi,Name. Shame. Obliterate. Bravo. https://t.co/XOnvgzktef,0,name shame obliterate bravo 
7801,obliterate,Twitter,"Find the nearest seat and take a rubbing of it. Someday, neither will not try label should obliterate,… https://t.co/ZPKBZMaVZQ",0,find nearest seat take rubbing it someday neither try label obliterate 
7802,obliterate,Ｊａｐａｎ,i'm going to obliterate them https://t.co/Lqspmsi0OR https://t.co/s3UTVN8bLY,0,i m going obliterate
7803,obliterate,no_location,Lol 49ers will obliterate the Packers,0,lol obliterate packer
7804,obliterate,no_location,Saint Bernie of the Perpetually Peturbed. Place a crown of thorns upon his blessed nog… https://t.co/ci31O0d52H,0,saint bernie perpetually peturbed place crown thorn upon blessed nog 
7805,obliterate,HAGUE,Let the BLOOD thirsty Kiambaa church warlords try it again we shall obliterate them this time round,0,let blood thirsty kiambaa church warlord try shall obliterate time round
7806,obliterate,"read my carrd, loser",i will literally obliterate anyone who threw him under the bus last week. literally anyone. yall ungrateful mfs don… https://t.co/Jz02CWjw83,0,literally obliterate anyone threw bus last week literally anyone yall ungrateful mf don 
7807,obliterate,no_location,buffy and sopranos are the only tv shows allowed to repeatedly obliterate my will to live,0,buffy soprano tv show allowed repeatedly obliterate live
7808,obliterate,no_location,Alondra can obliterate me,0,alondra obliterate
7809,obliterate,Twitter,"Head away from the sun for the count of seven. Recurrently, one could all equip and try squash, if the… https://t.co/X8LhRrBcl0",0,head away sun count seven recurrently one could equip try squash the 
7810,obliterate,no_location,But I agree that the UAW is a hell of a union and… https://t.co/y3J8FNSiCr,0,agree uaw hell union and 
7811,obliterate,Stomping existence to ash,You still absolutely obliterate them! Good micros don't exist because they are all inferior and deserve th… https://t.co/EWCXSvqUtd,0,still absolutely obliterate them good micros exist inferior deserve th 
7812,obliterate,The Oldest House,Did he not obliterate Bama one year ago? Was he overrated then?,0,obliterate bama one year ago overrated then 
7813,obliterate,a garbage can,I posted a picture of my joe tea today on my private snapchat story with the caption “whos joe” and only one person… https://t.co/Iwd0Iz8GbI,0,posted picture joe tea today private snapchat story caption whos joe one person 
7814,obliterate,gianna . 21 . 🏳️‍🌈 . 🇺🇸,I say this is as if wraith WOULDNT absolutely obliterate me no matter my height 🙄,0,say wraith wouldnt absolutely obliterate matter height
7815,obliterate,mots: 7 - taegi subunit,oh yea? youre a taegist and dont like the obliterate the twink agenda? what else dont you like? gender equality?,0,oh yea youre taegist dont like obliterate twink agenda else dont like gender equality 
7816,obliterate,no_location,Clemson gonna obliterate LSU lmao so sweet to see the public get killed,0,clemson gonna obliterate lsu lmao sweet see public get killed
7817,obliterate,Quantum Murder Hell,I obliterate gods when ghosts dream of clouds. It overwhelms me.,0,obliterate god ghost dream clouds overwhelms me 
7818,obliterate,USA,I'm no Rick Wilson fan but he isn't wrong. He has 0 of the black vote. He's… https://t.co/fofIzo6olz,0,i m rick wilson fan wrong black vote he s 
7819,obliterate,Twitter,"Explore the first alley you meet for fifteen minutes. When you leave, turn right. Through the rabbit h… https://t.co/dfYz2PkZcU",0,explore first alley meet fifteen minutes leave turn right rabbit h 
7820,obliterate,Marching Home,"If Iran were to strike the Israel nothing would be left of Iran, If Iran were to obliterate every Worl… https://t.co/ZkngKgfNEo",1,iran strike israel nothing would left iran iran obliterate every worl 
7821,obliterate,Twitter,"Head intensely for six minutes. Once upon a time, most could not obliterate and try not knit, but can… https://t.co/dYEjIWLiMC",0,head intensely six minutes upon time could obliterate try knit can 
7822,obliterate,"Adelaide, South Australia",im going to obliterate all df tanks,0,im going obliterate df tank
7823,obliterate,British Columbia,Thinking about how some cataclysmic event in the vast universe incomprehensible to us with our present scope of kno… https://t.co/2vZuMyefXM,0,thinking cataclysmic event vast universe incomprehensible u present scope kno 
7824,obliterate,no_location,"Hot take: After reading all the hype recruiting pieces and then watching him obliterate Bama last year, I expected… https://t.co/e0LE8O8MYm",0,hot take reading hype recruiting piece watching obliterate bama last year expected 
7825,obliterate,Islamic Republic of Pakistan,"First: Establish parallel state. Second: Neutralize all internal threats. Third: Stay hidden, gain strength. Fourth… https://t.co/YeRqmRDCRq",0,first establish parallel state second neutralize internal threats third stay hidden gain strength fourth 
7826,obliterate,"Toronto, Ontario","""Perhaps the most surprising thing about history, at least by Grossman’s lights, is that it does not obliterate daily l…",0, perhaps surprising thing history least grossman s lights obliterate daily l 
7827,obliterate,"Texas, USA",Those who saw Barry obliterate everyone when he was with OK State would disagree. I was fortunate to see it as a teen.,0,saw barry obliterate everyone ok state would disagree fortunate see teen 
7828,obliterate,no_location,I understand where kmoos are coming from. I started with being a highskool and honestly the way the gp can oblitera… https://t.co/AG2XRNQNL1,0,understand kmoos coming from started highskool honestly way gp oblitera 
7829,obliterate,adrian ꨄ multi,obliterate me oppar 😍 &lt;3 https://t.co/1wbATOLcph,0,obliterate oppar lt 
7830,obliterate,☆애바★,send ava curiouscats or i will fucking obliterate you https://t.co/EgifeM5nnt,0,send ava curiouscats fucking obliterate
7831,obliterate,no_location,GO KING OBLITERATE YOUR RESPONSIBILITIES 💪,0,go king obliterate responsibility
7832,obliterate,"Los Angeles, CA",Obliterate all day,0,obliterate day
7833,obliterate,Connecticut,"You crush them and you crush them without mercy because once they turn 10, they will absolutely obliterate you.",0,crush crush without mercy turn  absolutely obliterate you 
7834,obliterated,no_location,"lwj: I want that twink obliterated wwx: destroys stygian tiger seal, gets obliterated lwj: this is not what I meant",0,lwj want twink obliterated wwx destroys stygian tiger seal get obliterated lwj meant
7835,obliterated,Andromeda,Imagine being an animal just chillin in the forest and you get fuckin obliterated by a potato https://t.co/71uBCeRIRS,0,imagine animal chillin forest get fuckin obliterated potato
7836,obliterated,📩 : (marshmallow-qa.com/kamo_pasta),"even worse, alaskan bull worm nulls phys, so all I can do is wait until my team gets ob… https://t.co/Dv8lSafD6w",0,even worse alaskan bull worm null phys wait team get ob 
7837,obliterated,@featherxs,every time i see kashuu my mind just goes I Want That Twink Obliterated,0,every time see kashuu mind go want twink obliterated
7838,obliterated,no_location,"USA &amp; Israel will not be happy till they have obliterated Iran , USA is short of Oil ,Israel’s got none , IRAN has… https://t.co/iTDE2MO9ii",0,usa amp israel happy till obliterated iran  usa short oil israel s got none  iran has 
7839,obliterated,no_location,i want that twink obliterated,0,want twink obliterated
7840,obliterated,"New York, USA","About 17, when Mickey Rourke didn’t win for THE WRESTLER. The Academy completely scuppered his comeback by giving the aw…",0, mickey rourke didn t win wrestler academy completely scuppered comeback giving aw 
7841,obliterated,Bebop Ship,Yoiii My heart is obliterated with the uWu and the feels,0,yoiii heart obliterated uwu feel
7842,obliterated,Regina-Wilshire Theatre,"About 17, when Mickey Rourke didn’t win for THE WRESTLER. The Academy completely scuppered his comeback by giving t… https://t.co/eoWruo12Df",0, mickey rourke didn t win wrestler academy completely scuppered comeback giving t 
7843,obliterated,no_location,most taegi stans really want yoongi obliterated and that's pretty valid,0,taegi stans really want yoongi obliterated that s pretty valid
7844,obliterated,"Bonbeach, Melbourne, Australia",... and Sky News have the Australian on delivery and think 🤔 “Pauline Hanson is misunderstood.” After about three h… https://t.co/CsdQGYBpoZ,1,  sky news australian delivery think pauline hanson misunderstood  three h 
7845,obliterated,south africa,"196) The Vikings had come down and obliterated Charles, knocking enough power out of the tribe to crumble the Merovingia…",0, viking come obliterated charles knocking enough power tribe crumble merovingia 
7846,obliterated,"Hyderabad, India","Mohandas Pai blames it on the US leftist education, guess that obliterated Satya's Manipal stint 😃",0,mohandas pai blame u leftist education guess obliterated satya s manipal stint
7847,obliterated,no_location,"The IMF obliterated Caribbean economies, including putting many of my farming relatives in Jamaica out on the streets, by…",0,imf obliterated caribbean economies including putting many farming relative jamaica streets by 
7848,obliterated,📩 : (marshmallow-qa.com/kamo_pasta),brrrrr same :( some yatagarasu have 900 HP but I can't hit em' even on sukunda+sukukaj… https://t.co/b0peILTPda,0,brrrrr  yatagarasu hp can t hit em even sukunda sukukaj 
7849,obliterated,USA & Czech Republic,realestate_au: RT NEWSProperty: An incredible Central Coast lake house at Gorokan has obliterated the suburb record… https://t.co/UiEeOPHQ6E,0,realestate_au rt newsproperty incredible central coast lake house gorokan obliterated suburb record 
7850,obliterated,Melbourne,"Just when #Cheltenham residents thought they’d escaped the horrors of mass tree clearing, #LXRA has started moonsca… https://t.co/SUnXVqf9z5",0, cheltenham resident thought they d escaped horror mass tree clearing  lxra started moonsca 
7851,obliterated,no_location,whoah that actually a great idea and I rly wanna see how crazy players might be creating som… https://t.co/LHKd7MiYxx,0,whoah actually great idea rly wanna see crazy player might creating som 
7852,obliterated,"Washington, USA",This is absolutely priceless. The TDS unhinged actors getting obliterated and while on national television. The cameras…,0,absolutely priceless tds unhinged actor getting obliterated national television cameras 
7853,obliterated,𝚝𝚑𝚎𝚢/𝚝𝚑𝚎𝚖   —,"being completely obliterated and left in destruction, when that wasnt really the case at all. they did grow distant… https://t.co/lfjvyNP5vs",0,completely obliterated left destruction wasnt really case all grow distant 
7854,obliterated,no_location,cars are crucial to the American psyche not because they represent individual freedom but because they flatter our deat…,0,car crucial american psyche represent individual freedom flatter deat 
7855,obliterated,"Abuja, Nigeria",When focus is obliterated in the live of a man the result ant effects are in domain of wastes to a n… https://t.co/JkWCBH8hR5,0,focus obliterated live man result ant effect domain waste n 
7856,obliterated,Dubai - Beirut,Can we build a civil nation in Lebanon and enjoy the reaps of our efforts before being obliterated by climate chang… https://t.co/vABNEPSgA6,0,build civil nation lebanon enjoy reaps effort obliterated climate chang 
7857,obliterated,no_location,I often encounter double IS Susanoo alt lately it's not even funny anymore 8( //even I typed… https://t.co/S40SuTVIXE,0,often encounter double susanoo alt lately even funny anymore   even typed 
7858,obliterated,"Fort Lauderdale, FL",Obliterated,0,obliterated
7859,obliterated,he/they/she | 16 | 🇵🇪,it was when i was rlly active in the stranger things insta fandom. i have no idea how it was obliterated from my me… https://t.co/dVTPdNq3Ay,0,rlly active stranger thing insta fandom idea obliterated me 
7860,obliterated,New Zealand,Any election in which the Greens are obl… https://t.co/hZBmE2ES0B,0,election green obl 
7861,obliterated,Vivienne Westhood,My son obliterated this rapist,0,son obliterated rapist
7862,obliterated,𝐓𝐡𝐞 𝐠𝐚𝐲 𝐡𝐨𝐮𝐬𝐞,"// which reminds me that my fan art highlight was obliterated in the great instagram fuck-up of 2019, so i need to… https://t.co/y29DeH4n6X",0,  reminds fan art highlight obliterated great instagram fuck up  need to 
7863,obliterated,Planet Earth,"196) The Vikings had come down and obliterated Charles, knocking enough power out of the tribe to crumble the Mero… https://t.co/LZi9NlgIeK",0, viking come obliterated charles knocking enough power tribe crumble mero 
7864,obliterated,Stockton (Bay Area transplant),I am feeling a bit nostalgic for the old “a picture is worth 1000 words” days. Before social media obliterated truth.,0,feeling bit nostalgic old a picture worth words days social medium obliterated truth 
7865,obliterated,"Tacoma, WA",What's interesting is that Iran clearly did the calculus and wanted to avoid shooting down a plane with American passe…,1,what s interesting iran clearly calculus wanted avoid shooting plane american passe 
7866,obliterated,hell,The best work out I’ll ever get is getting drunk and playing old emo music cause BITCH I’ll be rolling on the floor… https://t.co/oHQujVsMMF,0,best work i ll ever get getting drunk playing old emo music cause bitch i ll rolling floor 
7867,obliterated,"Constitution Avenue, Washington, D.C","I just saw that gun girl’s ig bio says “taxation is theft”; accountants are shaking, EY and Deloitte were obliterated",0,saw gun girl s ig bio say taxation theft  accountant shaking ey deloitte obliterated
7868,obliterated,"Exeter, England","I no longer know who I’d vote for, it was JC, then I thought Starmer because of his Brexit expertise, then Barry Ga… https://t.co/3vtgpDIHKw",0,longer know i d vote for jc thought starmer brexit expertise barry ga 
7869,obliterated,no_location,"TEHRAN PELOSI, America's CEASAR(Praise Pelosi) along with Schiff/Schumer &amp; fake news MSM's CNN/MSN…",0,tehran pelosi america s ceasar praise pelosi along schiff schumer amp fake news msm s cnn msn 
7870,obliterated,anime | mobage | mcu,I want that twink obliterated -thor,0,want twink obliterated thor
7871,obliterated,"Webster, Texas","Needless to say, I was late for work that day, and you want to talk about pride???? Obliterated, and now I live in Houston.",0,needle say late work day want talk pride   obliterated live houston 
7872,obliterated,no_location,that’s not ur man that’s uh 2017 Honda Civic with an obliterated front bumper,0,that s ur man that s uh honda civic obliterated front bumper
7873,obliterated,no_location,"anyway college au where hyunggu is blackout at a party, sees wooseok from across the room and screams I WANT THAT T… https://t.co/zLDl9JsZYV",0,anyway college au hyunggu blackout party see wooseok across room scream want t 
7874,obliterated,Florida,"I just saw that gun girl’s ig bio says “taxation is theft”; accountants are shaking, EY and Deloitte were obliterated",0,saw gun girl s ig bio say taxation theft  accountant shaking ey deloitte obliterated
7875,obliterated,"Melbourne, Australia",Haha I am a former student of his and can tell you that his next strategy will be to ghost yo…,0,haha former student tell next strategy ghost yo 
7876,obliterated,"studio, where else lmao",I have to admit I’m human and have some days where I feel low - then I find this video and any bad feelings are absolutely f…,0,admit i m human day feel low  find video bad feeling absolutely f 
7877,obliterated,"Elkhart, IN",https://t.co/UcJPNBw0VI Watching Anthony santano cry over Mac being gone just fucking obliterated me,0,watching anthony santano cry mac gone fucking obliterated
7878,obliterated,no_location,"This is how Trump diffused the Mueller investigation.. ""Obama tapped my wire… https://t.co/DhkcHTyNbg",0,trump diffused mueller investigation  obama tapped wire 
7879,obliterated,| OTRA 8.5.15 |,twitter completely obliterated the quality of this video.,0,twitter completely obliterated quality video 
7880,obliterated,no_location,Prepare to be obliterated,0,prepare obliterated
7881,obliterated,On an ultra light beam,you must be obliterated rn to not be on twitter celebrating your ass off 😂,0,must obliterated rn twitter celebrating as
7882,obliterated,"Chicago, IL","Fair but they didn't need to throw, they had Gore, Portis and McGahee as a Frosh. The 2000 Hurricanes… https://t.co/kO43FSoDBg",0,fair need throw gore portis mcgahee frosh hurricanes 
7883,obliterated,no_location,ron weasley and finn fucking obliterated women and femmes,0,ron weasley finn fucking obliterated woman femmes
7884,obliterated,NYC Area,"Abby looked up and saw a low dark thing moving toward her. A black form, now visible through the whipping snow, now… https://t.co/x3FzHV7muW",0,abby looked saw low dark thing moving toward her black form visible whipping snow now 
7885,obliterated,no_location,Only fascist Dems would deprive someone of their Twitter mouthpiece in the absence of a court order. No… https://t.co/dyFPqAahId,0,fascist dems would deprive someone twitter mouthpiece absence court order no 
7886,obliterated,Northern Ohio (Cleveland),"So the real shitty thing is that yes, Warren obliterated any chance of short term political success, but it's a mas… https://t.co/IDfjXBL1uG",0,real shitty thing yes warren obliterated chance short term political success mas 
7887,obliteration,no_location,"When we say, “Taylor Swift is the biggest pop star in the planet,” THIS is what we mean. A LITERAL OBLITERATION.",0,say  taylor swift biggest pop star planet  mean literal obliteration 
7888,obliteration,Alpha Centauri,Looks like I can use apple as the indicator for the upcoming obliteration.,0,look like use apple indicator upcoming obliteration 
7889,obliteration,kymstonickart.com,I will not reply to strangers tweets. replying is the mind killer. @‘s are the little death that brings total obli… https://t.co/mFqJnYM8Wv,0,reply stranger tweets replying mind killer  s little death brings total obli 
7890,obliteration,"Davao City, Davao Region","When we say, “Taylor Swift is the biggest pop star in the planet,” THIS is what we mean. A LITERAL OBLITERATION. https://…",0,say  taylor swift biggest pop star planet  mean literal obliteration 
7891,obliteration,no_location,At the point when the Middle East was close on Total obliteration and Australia is burning millions in the world ne… https://t.co/EEIEHaxYnq,1,point middle east close total obliteration australia burning million world ne 
7892,obliteration,"Erie, PA","I celebrate any death with trepidation, but Soleimani deserved so much worse than instant…",0,celebrate death trepidation soleimani deserved much worse instant 
7893,obliteration,no_location,'Oracle Obliteration' Well I decided to quickly make a new Histoire panorama before heading to sleep. I think the camera…,0, oracle obliteration well decided quickly make new histoire panorama heading sleep think camera 
7894,obliteration,=[rothwell Gornt]=,It would appear that there are still inumerate trots that wish to persist in maintains that the 2019 elect…,0,would appear still inumerate trot wish persist maintains elect 
7895,obliteration,NYC,"I celebrate any death with trepidation, but Soleimani deserved so much worse than i… https://t.co/zvAQhPEB7O",0,celebrate death trepidation soleimani deserved much worse i 
7896,obliteration,United (currently) Kingdom,"""It wasn’t long before the obliteration of memory – and with it any trace of principle she might once have had – ca… https://t.co/798EtJRrAB",0, it wasn t long obliteration memory  trace principle might  ca 
7897,obliteration,"Berkeley, CA",OBLITERATION OF THE SELF https://t.co/vWp2vOWJT0,0,obliteration self
7898,obliteration,no_location,obliteration https://t.co/CEc9wJddDo,0,obliteration
7899,obliteration,"Tyrone, GA",I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration.,0,must fear fear mind killer fear little death brings total obliteration 
7900,obliteration,no_location,"'wasn’t long before the obliteration of memory – and with it any trace of principle she might once have had –"" https://t.co/Q…",0, wasn t long obliteration memory  trace principle might  
7901,obliteration,"Johannesburg, South Africa",“It wasn’t long before the obliteration of memory – and with it any trace of principle she might once have had – came to t…,0, it wasn t long obliteration memory  trace principle might  came t 
7902,obliteration,"Dromosphere, USA",Well... we all have to decide where we determine the system is no longer viable and needs obliterati… https://t.co/CRGP2WnOwH,0,well  decide determine system longer viable need obliterati 
7903,obliteration,in ur app makin u sad,"Yes. I’m a writer; EVERY word is precious. I’m willing to lose none of them to obliteration of meaning, least of all “…",0,yes i m writer every word precious i m willing lose none obliteration meaning least  
7904,oil%20spill,The Internets,University of Ensure to Show About Marijuana: An early booking did not even use of BP Oil Spill Trashed More than most popular,0,university ensure show marijuana early booking even use bp oil spill trashed popular
7905,oil%20spill,"Mexico City, Mexico",Gov. Wolf vows to veto bill loosening rules for conventional oil and gas wells https://t.co/SmBC3jHT11,0,gov wolf vow veto bill loosening rule conventional oil gas well
7906,oil%20spill,Global,have published a great new oil impacts on mangroves guide: https://t.co/iOVkes50CI Here at Oil Spill Res… https://t.co/V1OO2pVdZA,0,published great new oil impact mangrove guide oil spill res 
7907,oil%20spill,no_location,Surprising 2019 Oil Tanker Spill Statistics Published https://t.co/dgx11WiySW #Shipping #Maritime #MarineInsight https:…,0,surprising oil tanker spill statistic published shipping maritime marineinsight https 
7908,oil%20spill,"Georgia, USA",Gov. Wolf vows to veto bill loosening rules for conventional oil and gas wells https://t.co/T1qYcGo7TQ,0,gov wolf vow veto bill loosening rule conventional oil gas well
7909,oil%20spill,no_location,"Volunteers battle to remove oil from Paiva beach, Pernambuco state, Brazil. Oil has washed up on more than 130 beaches along a 2,…",1,volunteer battle remove oil paiva beach pernambuco state brazil oil washed beach along  
7910,oil%20spill,"Pittsburgh, Pa.",Gov. Wolf vows to veto bill loosening rules for conventional oil and gas wells https://t.co/T1qYcGo7TQ,0,gov wolf vow veto bill loosening rule conventional oil gas well
7911,oil%20spill,"Konstanz, Deutschland","Another dark - literally - day, year and decade for the people of South Sudan -#BlackSkies in country's air,… https://t.co/s13nkE1R73",0,another dark  literally  day year decade people south sudan  blackskies country s air 
7912,oil%20spill,Sri Lanka,Scrubbers turn air pollution into water pollution and do nothing to address the spill risk of heavy fuel oil. To protec…,0,scrubber turn air pollution water pollution nothing address spill risk heavy fuel oil protec 
7913,oil%20spill,Earth,"Oil Spill training Exercise with #pepjatibarang #pertaminaep #pertamina You wouldn't find me here, because I took t… https://t.co/1Abx57JiSC",0,oil spill training exercise pepjatibarang pertaminaep pertamina find here took t 
7914,oil%20spill,The Next Level,"DAMMIT. Fledgling painter. #PaintingWarhammer I had heard the horror stories of the Agrax Earthshade dumps, and so… https://t.co/vCmG0EBZql",0,dammit fledgling painter  paintingwarhammer heard horror story agrax earthshade dumps so 
7915,oil%20spill,Surrounding You,The BP oil spill in the gulf landed that whiney “I just want my life back” CEO a 40 million doll…,0,bp oil spill gulf landed whiney i want life back ceo million doll 
7916,oil%20spill,"Sydney, NSW, Australia",Robertson - Illawarra Highway between Tourist Rd AND East St Lanes:Eastbound traffic affected. - Hazard - Oil spill https://t.co/ywD0qwtd8a,1,robertson  illawarra highway tourist rd east st lanes eastbound traffic affected  hazard  oil spill
7917,oil%20spill,3rd Rock from the Sun,Trumps Presidency =2024 Oil spill in Alaska has resulted in the possib…,1,trump presidency  oil spill alaska resulted possib 
7918,oil%20spill,no_location,Pierre ! Cutting red tape means cutting safety measures- in rail transportation! Lac Megantic 47…,0,pierre  cutting red tape mean cutting safety measures rail transportation lac megantic 
7919,oil%20spill,Worldwide,Surprising 2019 Oil Tanker Spill Statistics Published https://t.co/dgx11WiySW #Shipping #Maritime #MarineInsight https://t.co/9BzLPsQ0vr,0,surprising oil tanker spill statistic published shipping maritime marineinsight
7920,oil%20spill,South Mississippi,Boudreaux loses his crawfish farm to the Gulf Oil Spill. Take a peek inside to see how he gets revenge #thriller… https://t.co/FA7rlXuOaH,1,boudreaux loses crawfish farm gulf oil spill take peek inside see get revenge thriller 
7921,oil%20spill,Nomad,#SSOT We been crying 4 innocent citizens who r being subjected 2 careless leakage. Careless oil companies look at ur work. Thi…,1, ssot cry innocent citizen r subjected careless leakage careless oil company look ur work thi 
7922,oil%20spill,no_location,#SSOT About the Oil Spill news in Ruweng. I have no right to dispute the news or the article but read through and… https://t.co/wV8N9Ny9wb,0, ssot oil spill news ruweng right dispute news article read and 
7923,oil%20spill,Own Private Idaho,Rolling back oil spill prevention regulations would put Alaska’s ocean and coasts at risk for disaster. We can’t afford to ta…,0,rolling back oil spill prevention regulation would put alaska s ocean coast risk disaster can t afford ta 
7924,oil%20spill,no_location,(2/2) the mind of God. How would morality make sense… https://t.co/4QkUfYhdzs,0,  mind god would morality make sense 
7925,oil%20spill,"Kenner, LA",Nearly a decade of BP-funded research has uncovered potential health effects resulting from the Deepwater Horizon oil spill…,0,nearly decade bp funded research uncovered potential health effect resulting deepwater horizon oil spill 
7926,oil%20spill,no_location,Pierre ! Cutting red tape means cutting safety measures- in rail transportation! Lac Meg… https://t.co/k2fnxRfCGE,0,pierre  cutting red tape mean cutting safety measures rail transportation lac meg 
7927,oil%20spill,"Lincoln, NE","Keystone Pipeline leaks 383,000 gallons of oil in second big spill over two years https://t.co/v3npNfe5ix",1,keystone pipeline leak  gallon oil second big spill two year
